KF24E,34-00-00.0000N,096-00-00.0000W
KF24G,34-00-00.0000N,094-00-00.0000W
KF24Y,34-00-00.0000N,102-00-00.0000W
KF27A,34-30-00.0000N,100-00-00.0000W
KF27C,34-30-00.0000N,098-00-00.0000W
KF27E,34-30-00.0000N,096-00-00.0000W
KF27Y,34-30-00.0000N,102-00-00.0000W
KF30A,35-00-00.0000N,100-00-00.0000W
KF30C,35-00-00.0000N,098-00-00.0000W
KF30E,35-00-00.0000N,096-00-00.0000W
KF33A,35-30-00.0000N,100-00-00.0000W
KF33C,35-30-00.0000N,098-00-00.0000W
KF33E,35-30-00.0000N,096-00-00.0000W
KG63K,40-30-00.0000N,090-00-00.0000W
KG63M,40-30-00.0000N,088-00-00.0000W
KG63O,40-30-00.0000N,086-00-00.0000W
KG66I,41-00-00.0000N,092-00-00.0000W
KG66K,41-00-00.0000N,090-00-00.0000W
KG66M,41-00-00.0000N,088-00-00.0000W
KG66O,41-00-00.0000N,086-00-00.0000W
KG69I,41-30-00.0000N,092-00-00.0000W
KG69K,41-30-00.0000N,090-00-00.0000W
KG69M,41-30-00.0000N,088-00-00.0000W
KG69O,41-30-00.0000N,086-00-00.0000W
KG72I,42-00-00.0000N,092-00-00.0000W
KG72K,42-00-00.0000N,090-00-00.0000W
KG72M,42-00-00.0000N,088-00-00.0000W
KG72O,42-00-00.0000N,086-00-00.0000W
KG75I,42-30-00.0000N,092-00-00.0000W
KG75K,42-30-00.0000N,090-00-00.0000W
KG75M,42-30-00.0000N,088-00-00.0000W
KG75O,42-30-00.0000N,086-00-00.0000W
KG78K,43-00-00.0000N,090-00-00.0000W
KG78M,43-00-00.0000N,088-00-00.0000W
KG78O,43-00-00.0000N,086-00-00.0000W
KG81K,43-30-00.0000N,090-00-00.0000W
KG81M,43-30-00.0000N,088-00-00.0000W
KG81O,43-30-00.0000N,086-00-00.0000W
KG84K,44-00-00.0000N,090-00-00.0000W
KG84M,44-00-00.0000N,088-00-00.0000W
KH03A,30-30-00.0000N,100-00-00.0000W
KH03C,30-30-00.0000N,098-00-00.0000W
KH03E,30-30-00.0000N,096-00-00.0000W
KH03G,30-30-00.0000N,094-00-00.0000W
KH03I,30-30-00.0000N,092-00-00.0000W
KH03K,30-30-00.0000N,090-00-00.0000W
KH03M,30-30-00.0000N,088-00-00.0000W
KH03Y,30-30-00.0000N,102-00-00.0000W
KH06A,31-00-00.0000N,100-00-00.0000W
KH06C,31-00-00.0000N,098-00-00.0000W
KH06E,31-00-00.0000N,096-00-00.0000W
KH06G,31-00-00.0000N,094-00-00.0000W
KH06I,31-00-00.0000N,092-00-00.0000W
KH06K,31-00-00.0000N,090-00-00.0000W
KH06M,31-00-00.0000N,088-00-00.0000W
KH06Y,31-00-00.0000N,102-00-00.0000W
KH09G,31-30-00.0000N,094-00-00.0000W
KH09I,31-30-00.0000N,092-00-00.0000W
KH09K,31-30-00.0000N,090-00-00.0000W
KH09M,31-30-00.0000N,088-00-00.0000W
KH12I,32-00-00.0000N,092-00-00.0000W
KH69C,26-30-00.0000N,098-00-00.0000W
KH72C,27-00-00.0000N,098-00-00.0000W
KH72E,27-00-00.0000N,096-00-00.0000W
KH75C,27-30-00.0000N,098-00-00.0000W
KH75E,27-30-00.0000N,096-00-00.0000W
KH78C,28-00-00.0000N,098-00-00.0000W
KH78E,28-00-00.0000N,096-00-00.0000W
KH81A,28-30-00.0000N,100-00-00.0000W
KH81C,28-30-00.0000N,098-00-00.0000W
KH81E,28-30-00.0000N,096-00-00.0000W
KH84A,29-00-00.0000N,100-00-00.0000W
KH84C,29-00-00.0000N,098-00-00.0000W
KH84E,29-00-00.0000N,096-00-00.0000W
KH84G,29-00-00.0000N,094-00-00.0000W
KH84I,29-00-00.0000N,092-00-00.0000W
KH84K,29-00-00.0000N,090-00-00.0000W
KH87A,29-30-00.0000N,100-00-00.0000W
KH87C,29-30-00.0000N,098-00-00.0000W
KH87E,29-30-00.0000N,096-00-00.0000W
KH87G,29-30-00.0000N,094-00-00.0000W
KH87I,29-30-00.0000N,092-00-00.0000W
KH87K,29-30-00.0000N,090-00-00.0000W
KH90A,30-00-00.0000N,100-00-00.0000W
KH90C,30-00-00.0000N,098-00-00.0000W
KH90E,30-00-00.0000N,096-00-00.0000W
KH90G,30-00-00.0000N,094-00-00.0000W
KH90I,30-00-00.0000N,092-00-00.0000W
KH90K,30-00-00.0000N,090-00-00.0000W
KH90Y,30-00-00.0000N,102-00-00.0000W
KI42Q,37-00-00.0000N,084-00-00.0000W
KI45O,37-30-00.0000N,086-00-00.0000W
KI45Q,37-30-00.0000N,084-00-00.0000W
KI45S,37-30-00.0000N,082-00-00.0000W
KI48M,38-00-00.0000N,088-00-00.0000W
KI48O,38-00-00.0000N,086-00-00.0000W
KI48Q,38-00-00.0000N,084-00-00.0000W
KI48S,38-00-00.0000N,082-00-00.0000W
KI51M,38-30-00.0000N,088-00-00.0000W
KI51O,38-30-00.0000N,086-00-00.0000W
KI51Q,38-30-00.0000N,084-00-00.0000W
KI51S,38-30-00.0000N,082-00-00.0000W
KI54M,39-00-00.0000N,088-00-00.0000W
KI54O,39-00-00.0000N,086-00-00.0000W
KI54Q,39-00-00.0000N,084-00-00.0000W
KI54S,39-00-00.0000N,082-00-00.0000W
KI57M,39-30-00.0000N,088-00-00.0000W
KI57O,39-30-00.0000N,086-00-00.0000W
KI57Q,39-30-00.0000N,084-00-00.0000W
KI57S,39-30-00.0000N,082-00-00.0000W
KI60M,40-00-00.0000N,088-00-00.0000W
KI60O,40-00-00.0000N,086-00-00.0000W
KI60Q,40-00-00.0000N,084-00-00.0000W
KI60S,40-00-00.0000N,082-00-00.0000W
KI63Q,40-30-00.0000N,084-00-00.0000W
KI63S,40-30-00.0000N,082-00-00.0000W
KJ03O,30-30-00.0000N,086-00-00.0000W
KJ03Q,30-30-00.0000N,084-00-00.0000W
KJ03S,30-30-00.0000N,082-00-00.0000W
KJ03U,30-30-00.0000N,080-00-00.0000W
KJ03W,30-30-00.0000N,078-00-00.0000W
KJ06O,31-00-00.0000N,086-00-00.0000W
KJ06Q,31-00-00.0000N,084-00-00.0000W
KJ06S,31-00-00.0000N,082-00-00.0000W
KJ06U,31-00-00.0000N,080-00-00.0000W
KJ06W,31-00-00.0000N,078-00-00.0000W
KJ09O,31-30-00.0000N,086-00-00.0000W
KJ09Q,31-30-00.0000N,084-00-00.0000W
KJ09S,31-30-00.0000N,082-00-00.0000W
KJ09U,31-30-00.0000N,080-00-00.0000W
KJ09W,31-30-00.0000N,078-00-00.0000W
KJ12S,32-00-00.0000N,082-00-00.0000W
KJ12U,32-00-00.0000N,080-00-00.0000W
KJ12W,32-00-00.0000N,078-00-00.0000W
KJ15U,32-30-00.0000N,080-00-00.0000W
KJ15W,32-30-00.0000N,078-00-00.0000W
KJ18U,33-00-00.0000N,080-00-00.0000W
KJ18W,33-00-00.0000N,078-00-00.0000W
KJ21U,33-30-00.0000N,080-00-00.0000W
KJ21W,33-30-00.0000N,078-00-00.0000W
KJ24U,34-00-00.0000N,080-00-00.0000W
KJ27U,34-30-00.0000N,080-00-00.0000W
KJ78O,28-00-00.0000N,086-00-00.0000W
KJ81M,28-30-00.0000N,088-00-00.0000W
KJ81O,28-30-00.0000N,086-00-00.0000W
KJ81S,28-30-00.0000N,082-00-00.0000W
KJ84M,29-00-00.0000N,088-00-00.0000W
KJ84O,29-00-00.0000N,086-00-00.0000W
KJ84Q,29-00-00.0000N,084-00-00.0000W
KJ84S,29-00-00.0000N,082-00-00.0000W
KJ87M,29-30-00.0000N,088-00-00.0000W
KJ87O,29-30-00.0000N,086-00-00.0000W
KJ87Q,29-30-00.0000N,084-00-00.0000W
KJ87S,29-30-00.0000N,082-00-00.0000W
KJ87U,29-30-00.0000N,080-00-00.0000W
KJ90M,30-00-00.0000N,088-00-00.0000W
KJ90O,30-00-00.0000N,086-00-00.0000W
KJ90Q,30-00-00.0000N,084-00-00.0000W
KJ90S,30-00-00.0000N,082-00-00.0000W
KJ90U,30-00-00.0000N,080-00-00.0000W
KK36A,36-00-00.0000N,100-00-00.0000W
KK36C,36-00-00.0000N,098-00-00.0000W
KK36E,36-00-00.0000N,096-00-00.0000W
KK39A,36-30-00.0000N,100-00-00.0000W
KK39C,36-30-00.0000N,098-00-00.0000W
KK39E,36-30-00.0000N,096-00-00.0000W
KK42A,37-00-00.0000N,100-00-00.0000W
KK42C,37-00-00.0000N,098-00-00.0000W
KK42E,37-00-00.0000N,096-00-00.0000W
KK42G,37-00-00.0000N,094-00-00.0000W
KK42I,37-00-00.0000N,092-00-00.0000W
KK42Y,37-00-00.0000N,102-00-00.0000W
KK45A,37-30-00.0000N,100-00-00.0000W
KK45C,37-30-00.0000N,098-00-00.0000W
KK45E,37-30-00.0000N,096-00-00.0000W
KK45G,37-30-00.0000N,094-00-00.0000W
KK45I,37-30-00.0000N,092-00-00.0000W
KK45K,37-30-00.0000N,090-00-00.0000W
KK45Y,37-30-00.0000N,102-00-00.0000W
KK48A,38-00-00.0000N,100-00-00.0000W
KK48C,38-00-00.0000N,098-00-00.0000W
KK48E,38-00-00.0000N,096-00-00.0000W
KK48G,38-00-00.0000N,094-00-00.0000W
KK48I,38-00-00.0000N,092-00-00.0000W
KK48K,38-00-00.0000N,090-00-00.0000W
KK51A,38-30-00.0000N,100-00-00.0000W
KK51C,38-30-00.0000N,098-00-00.0000W
KK51E,38-30-00.0000N,096-00-00.0000W
KK51G,38-30-00.0000N,094-00-00.0000W
KK51I,38-30-00.0000N,092-00-00.0000W
KK51K,38-30-00.0000N,090-00-00.0000W
KK54C,39-00-00.0000N,098-00-00.0000W
KK54E,39-00-00.0000N,096-00-00.0000W
KK54G,39-00-00.0000N,094-00-00.0000W
KK54I,39-00-00.0000N,092-00-00.0000W
KK54K,39-00-00.0000N,090-00-00.0000W
KK57C,39-30-00.0000N,098-00-00.0000W
KK57E,39-30-00.0000N,096-00-00.0000W
KK57G,39-30-00.0000N,094-00-00.0000W
KK57I,39-30-00.0000N,092-00-00.0000W
KK57K,39-30-00.0000N,090-00-00.0000W
KK60E,40-00-00.0000N,096-00-00.0000W
KK60G,40-00-00.0000N,094-00-00.0000W
KK60I,40-00-00.0000N,092-00-00.0000W
KK60K,40-00-00.0000N,090-00-00.0000W
KK63I,40-30-00.0000N,092-00-00.0000W
KL09G,31-30-00.0000N,120-00-00.0000W
KL12G,32-00-00.0000N,120-00-00.0000W
KL15G,32-30-00.0000N,120-00-00.0000W
KL15I,32-30-00.0000N,118-00-00.0000W
KL15M,32-30-00.0000N,114-00-00.0000W
KL18E,33-00-00.0000N,122-00-00.0000W
KL18G,33-00-00.0000N,120-00-00.0000W
KL18I,33-00-00.0000N,118-00-00.0000W
KL18K,33-00-00.0000N,116-00-00.0000W
KL21E,33-30-00.0000N,122-00-00.0000W
KL21G,33-30-00.0000N,120-00-00.0000W
KL21I,33-30-00.0000N,118-00-00.0000W
KL21K,33-30-00.0000N,116-00-00.0000W
KL24E,34-00-00.0000N,122-00-00.0000W
KL24G,34-00-00.0000N,120-00-00.0000W
KL24I,34-00-00.0000N,118-00-00.0000W
KL24K,34-00-00.0000N,116-00-00.0000W
KL27E,34-30-00.0000N,122-00-00.0000W
KL27G,34-30-00.0000N,120-00-00.0000W
KL27I,34-30-00.0000N,118-00-00.0000W
KL27K,34-30-00.0000N,116-00-00.0000W
KL30E,35-00-00.0000N,122-00-00.0000W
KL30G,35-00-00.0000N,120-00-00.0000W
KL30I,35-00-00.0000N,118-00-00.0000W
KL30K,35-00-00.0000N,116-00-00.0000W
KL30M,35-00-00.0000N,114-00-00.0000W
KL33G,35-30-00.0000N,120-00-00.0000W
KL33I,35-30-00.0000N,118-00-00.0000W
KL33K,35-30-00.0000N,116-00-00.0000W
KL33M,35-30-00.0000N,114-00-00.0000W
KL33O,35-30-00.0000N,112-00-00.0000W
KL36I,36-00-00.0000N,118-00-00.0000W
KL36K,36-00-00.0000N,116-00-00.0000W
KL36M,36-00-00.0000N,114-00-00.0000W
KL36O,36-00-00.0000N,112-00-00.0000W
KL39I,36-30-00.0000N,118-00-00.0000W
KL39K,36-30-00.0000N,116-00-00.0000W
KL39M,36-30-00.0000N,114-00-00.0000W
KL39O,36-30-00.0000N,112-00-00.0000W
KL42I,37-00-00.0000N,118-00-00.0000W
KL42K,37-00-00.0000N,116-00-00.0000W
KL42M,37-00-00.0000N,114-00-00.0000W
KL42O,37-00-00.0000N,112-00-00.0000W
KL45K,37-30-00.0000N,116-00-00.0000W
KL45M,37-30-00.0000N,114-00-00.0000W
KM12K,32-00-00.0000N,090-00-00.0000W
KM15K,32-30-00.0000N,090-00-00.0000W
KM18K,33-00-00.0000N,090-00-00.0000W
KM18M,33-00-00.0000N,088-00-00.0000W
KM21I,33-30-00.0000N,092-00-00.0000W
KM21K,33-30-00.0000N,090-00-00.0000W
KM21M,33-30-00.0000N,088-00-00.0000W
KM24I,34-00-00.0000N,092-00-00.0000W
KM24K,34-00-00.0000N,090-00-00.0000W
KM24M,34-00-00.0000N,088-00-00.0000W
KM27G,34-30-00.0000N,094-00-00.0000W
KM27I,34-30-00.0000N,092-00-00.0000W
KM27K,34-30-00.0000N,090-00-00.0000W
KM27M,34-30-00.0000N,088-00-00.0000W
KM30G,35-00-00.0000N,094-00-00.0000W
KM30I,35-00-00.0000N,092-00-00.0000W
KM30K,35-00-00.0000N,090-00-00.0000W
KM30M,35-00-00.0000N,088-00-00.0000W
KM33G,35-30-00.0000N,094-00-00.0000W
KM33I,35-30-00.0000N,092-00-00.0000W
KM33K,35-30-00.0000N,090-00-00.0000W
KM33M,35-30-00.0000N,088-00-00.0000W
KM36G,36-00-00.0000N,094-00-00.0000W
KM36I,36-00-00.0000N,092-00-00.0000W
KM36K,36-00-00.0000N,090-00-00.0000W
KM36M,36-00-00.0000N,088-00-00.0000W
KM36O,36-00-00.0000N,086-00-00.0000W
KM39G,36-30-00.0000N,094-00-00.0000W
KM39I,36-30-00.0000N,092-00-00.0000W
KM39K,36-30-00.0000N,090-00-00.0000W
KM39M,36-30-00.0000N,088-00-00.0000W
KM39O,36-30-00.0000N,086-00-00.0000W
KM42K,37-00-00.0000N,090-00-00.0000W
KM42M,37-00-00.0000N,088-00-00.0000W
KM42O,37-00-00.0000N,086-00-00.0000W
KM45M,37-30-00.0000N,088-00-00.0000W
KN45C,37-30-00.0000N,072-00-00.0000W
KN48A,38-00-00.0000N,074-00-00.0000W
KN48C,38-00-00.0000N,072-00-00.0000W
KN51A,38-30-00.0000N,074-00-00.0000W
KN51C,38-30-00.0000N,072-00-00.0000W
KN51E,38-30-00.0000N,070-00-00.0000W
KN54C,39-00-00.0000N,072-00-00.0000W
KN54E,39-00-00.0000N,070-00-00.0000W
KN54G,39-00-00.0000N,068-00-00.0000W
KN57C,39-30-00.0000N,072-00-00.0000W
KN57E,39-30-00.0000N,070-00-00.0000W
KN57G,39-30-00.0000N,068-00-00.0000W
KN60C,40-00-00.0000N,072-00-00.0000W
KN60E,40-00-00.0000N,070-00-00.0000W
KN60G,40-00-00.0000N,068-00-00.0000W
KN60Y,40-00-00.0000N,076-00-00.0000W
KN63A,40-30-00.0000N,074-00-00.0000W
KN63E,40-30-00.0000N,070-00-00.0000W
KN63G,40-30-00.0000N,068-00-00.0000W
KN63Y,40-30-00.0000N,076-00-00.0000W
KN66A,41-00-00.0000N,074-00-00.0000W
KN66G,41-00-00.0000N,068-00-00.0000W
KN66W,41-00-00.0000N,078-00-00.0000W
KN66Y,41-00-00.0000N,076-00-00.0000W
KN69Y,41-30-00.0000N,076-00-00.0000W
KN72Y,42-00-00.0000N,076-00-00.0000W
KO33E,35-30-00.0000N,122-00-00.0000W
KO36A,36-00-00.0000N,126-00-00.0000W
KO36C,36-00-00.0000N,124-00-00.0000W
KO36E,36-00-00.0000N,122-00-00.0000W
KO36G,36-00-00.0000N,120-00-00.0000W
KO39A,36-30-00.0000N,126-00-00.0000W
KO39C,36-30-00.0000N,124-00-00.0000W
KO39E,36-30-00.0000N,122-00-00.0000W
KO39G,36-30-00.0000N,120-00-00.0000W
KO42A,37-00-00.0000N,126-00-00.0000W
KO42C,37-00-00.0000N,124-00-00.0000W
KO42E,37-00-00.0000N,122-00-00.0000W
KO42G,37-00-00.0000N,120-00-00.0000W
KO45A,37-30-00.0000N,126-00-00.0000W
KO45C,37-30-00.0000N,124-00-00.0000W
